cluster_id,n_grants,names,orcids,institutions,for_names,grant_ids,confirmed_different_people,notes
DP1096655_NicholasGlozier,2,Nicholas Glozier,0000-0002-0476-9146,The University of Sydney; University of South Australia,Applied and developmental psychology; Applied economics,DP200102752_NicholasGlozier; DP1096655_NicholasGlozier,,
DP0666786_JenniferBurn,2,Jennifer Burn,0000-0002-6942-3429,University of Technology Sydney; Griffith University,Historical studies; Legal systems,DP0666786_JenniferBurn; DP140101793_JenniferBurn,,
DP0667326_AlanBittles,2,Alan Bittles,0000-0002-8176-2730,Edith Cowan University; The University of Western Australia,Genetics; Health services and systems,DP0667326_AlanBittles; LP0453479_AlanBittles,,
DP0560040_DmitryStrunin,2,Dmitry Strunin,0000-0003-1945-4814,University of Southern Queensland; The University of Adelaide,Fluid mechanics and thermal engineering,DP0560040_DmitryStrunin; DP0988738_DmitryStrunin,,
DP0663271_NickFazzalari,2,Nick Fazzalari,,Flinders University; The University of Adelaide,Clinical sciences; Physical chemistry,DP0878419_NickFazzalari; DP0663271_NickFazzalari,,
DP0666472_DavidStegman,2,David Stegman,,The University of Melbourne; Monash University,Geology; Geophysics,DP0878501_DavidStegman; DP0666472_DavidStegman,,
DP190101253_JamesPittock,2,James Pittock,0000-0001-6293-996X,The Australian National University; Deakin University,Ecology; Historical studies,LP210300506_JamesPittock; DP190101253_JamesPittock,,
DP180100965_KathrynKateBarclay,2,Kathryn (Kate) Barclay,0000-0002-4779-0965,University of Technology Sydney; University of Wollongong,Anthropology; Environmental management,LP200300895_KathrynKateBarclay; DP180100965_KathrynKateBarclay,,
DP170104541_RobertFitzpatrick,2,Robert Fitzpatrick,0000-0002-9235-0360,The University of Adelaide; Southern Cross University,Geochemistry; Soil sciences,DP250100304_RobertFitzpatrick; DP170104541_RobertFitzpatrick,,
DP160102625_NikolaosNtoumanis,2,Nikolaos Ntoumanis,0000-0001-7122-3795,Curtin University; Australian Catholic University,Applied and developmental psychology; Curriculum and pedagogy,DP200101555_NikolaosNtoumanis; DP160102625_NikolaosNtoumanis,,
DP160100272_EdwardPaterson,2,Edward Paterson,0000-0002-0621-3272,The University of Melbourne; Murdoch University,Performing arts,LP160100140_EdwardPaterson; DP160100272_EdwardPaterson,,
DP120101414_ShanthakumarWilsonRajaratnam,2,Shanthakumar Wilson_Rajaratnam,,The University of Melbourne; Monash University,Applied and developmental psychology,LP120200223_ShanthakumarWilsonRajaratnam; DP120101414_ShanthakumarWilsonRajaratnam,,
DP110103081_KevinKiernan,2,Kevin Kiernan,,The University of Queensland; The University of New England,Archaeology; Physical geography and environmental geoscience,DP120102316_KevinKiernan; DP110103081_KevinKiernan,,
DP110104247_ShahraamAfsharVahid,2,Shahraam Afshar Vahid,0000-0003-2322-9775,University of South Australia; The University of Adelaide,"Atomic, molecular and optical physics; Communications engineering",DP190102896_ShahraamAfsharVahid; DP110104247_ShahraamAfsharVahid,,
DP250104625_AnnaKotarba,2,Anna Kotarba,0000-0002-0069-3834,The University of Queensland; University of South Australia,Archaeology; Architecture,DP250104625_AnnaKotarba; LP210300105_AnnaKotarba,,
FT200100525_SandyOSullivan,2,Sandy O'Sullivan,0000-0003-2952-4732,Griffith University; Macquarie University,Cultural studies; Performing arts,FT200100525_SandyOSullivan; LP150100522_SandyOSullivan,,
FT230100243_YangLiu,2,Yang Liu,0000-0001-5058-8373,Queensland University of Technology; Southern Cross University,Environmental Engineering; Geochemistry,FT230100243_YangLiu; LP200200790_YangLiu,,
LP0209909_TimothyHorberry,2,Timothy Horberry,,The University of Queensland; Monash University,"Applied and developmental psychology; Transportation, logistics and supply chains",LP0348431_TimothyHorberry; LP0209909_TimothyHorberry,,
DP200102130_BronwynHajek,2,Bronwyn Hajek,0000-0002-7892-4620,The University of Sydney; University of South Australia,Applied mathematics,DP210102246_BronwynHajek; DP200102130_BronwynHajek,,
DP200100726_JacobVeerman,2,Jacob Veerman,0000-0002-3206-8232,Deakin University; Macquarie University,Health services and systems; Policy and administration,DP200100726_JacobVeerman; LP100200057_JacobVeerman,,
DP190103243_PetrRadchenko,2,Petr Radchenko,0000-0001-8826-9239,The University of Sydney; Monash University,Econometrics; Statistics,DP250100702_PetrRadchenko; DP190103243_PetrRadchenko,,
DP220100585_TereseHenning,2,Terese Henning,0000-0002-9405-7491,University of Tasmania; The University of New South Wales,Criminology; Legal systems,DP220100585_TereseHenning; LP0349240_TereseHenning,,
LP0562084_SuzanneReichman,2,Suzanne Reichman,0000-0002-5110-5166,The University of Melbourne; The University of Newcastle,Chemical Engineering; Environmental management,LP220100375_SuzanneReichman; LP0562084_SuzanneReichman,,
LP0667764_GregoryBattye,2,Gregory Battye,,University of Canberra; Western Sydney University,Architecture; Legal systems,LP0776248_GregoryBattye; LP0667764_GregoryBattye,,
LP0347300_ElizabethLeesaWheelahan,2,Elizabeth (Leesa) Wheelahan,0000-0001-7981-9710,The University of Melbourne; Monash University,Education systems; Sociology,LP0347300_ElizabethLeesaWheelahan; LP100200162_ElizabethLeesaWheelahan,,
LP0455570_MikevanKeulen,2,Mike van Keulen,,The University of Queensland; Murdoch University,Ecology; Environmental management,LP0455570_MikevanKeulen; LP150100669_MikevanKeulen,,
LP0990541_RogerBraddock,2,Roger Braddock,,Griffith University; Curtin University,"Mechanical engineering; Transportation, logistics and supply chains",LP140100919_RogerBraddock; LP0990541_RogerBraddock,,
LP0990631_GoenHo,2,Goen Ho,0000-0001-9190-8812,Murdoch University; Curtin University,Environmental biotechnology; Urban and regional planning,LP100200380_GoenHo; LP0990631_GoenHo,,
LP120200130_MathieuMartinSavelsbergh,2,Mathieu (Martin) Savelsbergh,0000-0001-7031-5516,The University of Melbourne; The University of Newcastle,Applied mathematics; Geomatic engineering,LP140101000_MathieuMartinSavelsbergh; LP120200130_MathieuMartinSavelsbergh,,
LP0990134_SamanthaLowChoy,2,Samantha Low Choy; Samantha Low-Choy,0000-0002-1722-4428,Griffith University; Queensland University of Technology,Atmospheric sciences; Social work,LP0990134_SamanthaLowChoy; LP170100480_SamanthaLowChoy,,
DE250100317_LIANGWANG,2,LIANG WANG; Liang Wang,0000-0002-0377-1228,Griffith University; Monash University,Chemical engineering; Religion and Religious Studies,DP200100524_LiangWang; DE250100317_LIANGWANG,True,"Two different real people sharing only the name -- confirmed via live ORCID lookups on both. DE250100317 (Griffith University, DECRA): ""Dr Liang Jason Wang"", ORCID 0000-0002-0377-1228, verified email domain griffith.edu.au, Research Fellow, Centre for Catalysis and Clean Energy -- electrocatalysis/2D nanomaterials, matches FOR primary 4004 Chemical Engineering exactly. DP200100524 (Monash University admin, Macquarie partner org): ""Liang Choon Wang"", ORCID 0000-0001-5723-9053 (added to manual_orcids.csv), Monash University economist (PhD UCSD, Dept of Economics) -- decisively confirmed via a real 2025 co-authored paper (""Islamic bureaucracies in Indonesia and Turkey: the challenge of comparison"", Religion, State and Society) whose co-authors are Banu Senay and Julian Millie, exactly this grant's other two CIs. He is an economist doing genuinely interdisciplinary work on this grant, not himself a religious-studies scholar -- the grant's primary FOR 2204 (Religion and Religious Studies) reflects the collaboration's subject matter, not his own discipline. Institutions genuinely differ (Griffith vs Monash), so the existing institution-based split correctly separates these -- no per-grant override needed for this specific case, though that mechanism (manual_splits_by_grant.csv) was still added as real, useful infrastructure for a future same-institution case. Found via 01a_diagnose.py's A3/is_suspicious_for2020 flag (2026-08-21), which correctly caught a real cross-division combination (Engineering + Religious Studies) that turned out to be a genuine merge error, not a broad-career false positive."
DP0209460_DavidMILLER,9,David MILLER; David Miller,,James Cook University; Curtin University; The Australian National University; The University of New South Wales,Genetics; Microbiology; Environmental management; History and philosophy of specific fields; Zoology,LP160101508_DavidMiller; DP250103482_DavidMiller; DP240102310_DavidMiller; DP170104734_DavidMiller; DP1095343_DavidMiller; DP0664031_DavidMiller; DP0344483_DavidMiller; DP0209460_DavidMiller; DP0209460_DavidMILLER,True,"Two different real people sharing only the name -- see manual_splits_by_grant.csv for the per-grant assignment (institution-based splitting alone is insufficient here: the real coral biologist's own 8 genuine grants span THREE different institutions -- JCU/Curtin/ANU -- so a plain institution split would wrongly fragment him into three pieces). 8 grants (LP160101508, DP250103482, DP240102310, DP170104734, DP1095343, DP0344483, DP0209460 x2 name-case variants): David J Miller, ORCID 0000-0003-0291-9531 (verified via live ORCID lookup, not yet added to manual_orcids.csv -- 76 works, coral/evo-devo biology, JCU-affiliated since ~2004, ANU Visiting Fellow since 1992, OIST Visiting Researcher since 2021), corroborated directly by co-investigators appearing on his own ORCID coauthor list (Eldon Ball) and other genuine coral/evo-devo researchers across the 8 grants (David Bourne, Ira Cooke, Walter Gehring and Gerhard Technau -- the Pax6/eyeless discoverers). 1 grant (DP0664031, UNSW, sole investigator, no co-investigators at all): a different, unrelated David Miller, primary FOR 2202/370601 History and Philosophy of Science and Technology -- zero institutional or topical overlap with the other 8. Found via 01a_diagnose.py's A3 flag (2026-08-21) after the RARE_NAME_TF recalibration made this common-name, cross-division cluster visible for the first time."
